CustomerKey,Predicted_CLV,CLV_Score
11173,365.8531575146115,48
11174,70.79579325343481,39
11175,5902.976325621288,93
11176,2085.6105810796203,64
11177,259.1898489603553,44
11178,306.4606215964209,46
11179,251.66184383519624,42
11180,259.1898489603553,44
11181,65.4895565740005,29
11182,73.51610660803824,40
11183,65.68867822998614,30
11184,72.74428288581213,39
11185,2085.6105810796203,64
11186,66.16549756512899,32
11187,417.7644991694826,51
11188,73.51610660803824,40
11189,5271.530274424263,91
11190,66.53378912351239,34
11191,5902.976325621288,93
11192,259.1898489603553,44
11193,65.4895565740005,29
11194,251.66184383519624,42
11195,259.1898489603553,44
11196,391.8450865691347,49
11197,251.16595874585477,41
11198,430.22989147245966,52
11199,259.1898489603553,44
11200,2085.6105810796203,64
11201,251.16595874585477,41
11202,66.47859855585776,33
11203,251.66184383519624,42
11204,69.07882020102264,38
11205,16.98212616944578,6
11206,65.68867822998614,30
11207,69.07882020102264,38
11208,251.16595874585477,41
11209,16.756233268864186,3
11210,70.79579325343481,39
11211,251.66184383519624,42
11212,251.66184383519624,42
11213,67.67752604691813,37
11214,294.2587246207153,45
11215,2085.6105810796203,64
11216,5271.530274424263,91
11217,4918.174470503444,88
11218,30.638638806981795,18
11219,30.638638806981795,18
11220,66.53378912351239,34
11221,69.07882020102264,38
11222,251.66184383519624,42
11223,2085.6105810796203,64
11224,241513.14860756256,99
11225,70.79579325343481,39
11226,16.90122030112245,5
11227,5271.530274424263,91
11228,66.53378912351239,34
11229,73.51610660803824,40
11230,73.51610660803824,40
11231,69.07882020102264,38
11232,29.238020675914825,16
11233,306.4606215964209,46
11234,69.07882020102264,38
11235,251.66184383519624,42
11236,251.66184383519624,42
11237,241513.14860756256,99
11238,6051.942362455393,95
11239,6051.942362455393,95
11240,6051.942362455393,95
11241,5902.976325621288,93
11242,241513.14860756256,99
11243,6051.942362455393,95
11244,6186.2008020651365,97
11245,241513.14860756256,99
11246,241513.14860756256,99
11247,6186.2008020651365,97
11248,32.09649380925385,19
11249,6186.2008020651365,97
11250,6186.2008020651365,97
11251,2142.8790356608292,67
11252,241513.14860756256,99
11253,251.66184383519624,42
11254,251.66184383519624,42
11255,322.9665705697751,47
11256,72.74428288581213,39
11257,241513.14860756256,99
11258,67.67752604691813,37
11259,241513.14860756256,99
11260,74.0318107329557,40
11261,5067.799532564514,89
11262,251.66184383519624,42
11263,241513.14860756256,99
11264,2085.6105810796203,64
11265,2133.82428747389,66
11266,5271.530274424263,91
11267,5271.530274424263,91
11268,259.1898489603553,44
11269,65.4895565740005,29
11270,5271.530274424263,91
11271,5271.530274424263,91
11272,5112.180211963722,91
11273,306.4606215964209,46
11274,5112.180211963722,91
11275,5112.180211963722,91
11276,251.66184383519624,42
11277,2085.6105810796203,64
11278,4918.174470503444,88
11279,65.68867822998614,30
11280,67.67752604691813,37
11281,5271.530274424263,91
11282,5271.530274424263,91
11283,67.67752604691813,37
11284,74.0318107329557,40
11285,259.1898489603553,44
11286,5271.530274424263,91
11287,2085.6105810796203,64
11288,67.67752604691813,37
11289,5271.530274424263,91
11290,4918.174470503444,88
11291,3752.343602891325,81
11292,5271.530274424263,91
11293,70.32081957997784,39
11294,66.16549756512899,32
11295,5271.530274424263,91
11296,5112.180211963722,91
11297,5271.530274424263,91
11298,5271.530274424263,91
11299,5112.180211963722,91
11300,2085.6105810796203,64
11301,259.1898489603553,44
11302,5271.530274424263,91
11303,4918.174470503444,88
11304,306.4606215964209,46
11305,67.67752604691813,37
11306,65.4895565740005,29
11307,5271.530274424263,91
11308,294.2587246207153,45
11309,66.16549756512899,32
11310,66.53378912351239,34
11311,67.67752604691813,37
11312,66.95792379003319,36
11313,66.53378912351239,34
11314,66.53378912351239,34
11315,66.16549756512899,32
11316,2143.988751417301,69
11317,3752.343602891325,81
11318,69.07882020102264,38
11319,5112.180211963722,91
11320,70.79579325343481,39
11321,17.81023242887078,8
11322,65.68867822998614,30
11323,5271.530274424263,91
11324,5112.180211963722,91
11325,5271.530274424263,91
11326,5271.530274424263,91
11327,5271.530274424263,91
11328,5112.180211963722,91
11329,3752.343602891325,81
11330,251.66184383519624,42
11331,2085.6105810796203,64
11332,4918.174470503444,88
11333,6186.2008020651365,97
11334,6186.2008020651365,97
11335,5112.180211963722,91
11336,5271.530274424263,91
11337,6186.2008020651365,97
11338,5271.530274424263,91
11339,4918.174470503444,88
11340,5271.530274424263,91
11341,6186.2008020651365,97
11342,65.4895565740005,29
11343,6186.2008020651365,97
11344,6186.2008020651365,97
11345,4918.174470503444,88
11346,5271.530274424263,91
11347,16.90122030112245,5
11348,66.03366428089133,31
11349,66.16549756512899,32
11350,30.01509708547975,17
11351,6186.2008020651365,97
11352,17.81023242887078,8
11353,6186.2008020651365,97
11354,30.638638806981795,18
11355,16.98212616944578,6
11356,5902.976325621288,93
11357,5902.976325621288,93
11358,5902.976325621288,93
11359,241513.14860756256,99
11360,241513.14860756256,99
11361,294.2587246207153,45
11362,66.47859855585776,33
11363,241513.14860756256,99
11364,5067.799532564514,89
11365,241513.14860756256,99
11366,65.4895565740005,29
11367,66.53378912351239,34
11368,241513.14860756256,99
11369,294.2587246207153,45
11370,66.47859855585776,33
11371,59.451603213520904,24
11372,241513.14860756256,99
11373,32.09649380925385,19
11374,66.03366428089133,31
11375,16.98212616944578,6
11376,62.672034649655096,27
11377,66.03366428089133,31
11378,5112.180211963722,91
11379,5112.180211963722,91
11380,5271.530274424263,91
11381,6186.2008020651365,97
11382,3752.343602891325,81
11383,66.16549756512899,32
11384,65.4895565740005,29
11385,17.81023242887078,8
11386,66.47859855585776,33
11387,5271.530274424263,91
11388,6051.942362455393,95
11389,66.16549756512899,32
11390,66.47859855585776,33
11391,16.98212616944578,6
11392,16.90122030112245,5
11393,16.364597805162774,1
11394,6186.2008020651365,97
11395,4918.174470503444,88
11396,16.98212616944578,6
11397,32.09649380925385,19
11398,5104.600354419864,90
11399,16.90122030112245,5
11400,6186.2008020651365,97
11401,5271.530274424263,91
11402,5271.530274424263,91
11403,6051.942362455393,95
11404,16.90122030112245,5
11405,59.60994272490426,26
11406,5271.530274424263,91
11407,59.498370840304105,25
11408,30.01509708547975,17
11409,5271.530274424263,91
11410,5271.530274424263,91
11411,32.09649380925385,19
11412,5902.976325621288,93
11413,6186.2008020651365,97
11414,6186.2008020651365,97
11415,16.364597805162774,1
11416,6051.942362455393,95
11417,241513.14860756256,99
11418,16.756233268864186,3
11419,306.4606215964209,46
11420,241513.14860756256,99
11421,4801.116459895735,84
11422,5902.976325621288,93
11423,5902.976325621288,93
11424,59.498370840304105,25
11425,241513.14860756256,99
11426,16.90122030112245,5
11427,5902.976325621288,93
11428,5902.976325621288,93
11429,241513.14860756256,99
11430,59.60994272490426,26
11431,5902.976325621288,93
11432,241513.14860756256,99
11433,6186.2008020651365,97
11434,67.67752604691813,37
11435,16.756233268864186,3
11436,65.68867822998614,30
11437,59.451603213520904,24
11438,16.90122030112245,5
11439,5902.976325621288,93
11440,59.60994272490426,26
11441,59.451603213520904,24
11442,16.98212616944578,6
11443,5902.976325621288,93
11444,6051.942362455393,95
11445,6051.942362455393,95
11446,6051.942362455393,95
11447,6051.942362455393,95
11448,6051.942362455393,95
11449,6051.942362455393,95
11450,6051.942362455393,95
11451,6051.942362455393,95
11452,6051.942362455393,95
11453,6051.942362455393,95
11454,4870.716448681806,86
11455,6051.942362455393,95
11456,6051.942362455393,95
11457,6051.942362455393,95
11458,251.66184383519624,42
11459,6051.942362455393,95
11460,6051.942362455393,95
11461,5104.600354419864,90
11462,6186.2008020651365,97
11463,66.53378912351239,34
11464,6051.942362455393,95
11465,5104.600354419864,90
11466,70.79579325343481,39
11467,73.51610660803824,40
11468,5104.600354419864,90
11469,16.364597805162774,1
11470,3752.343602891325,81
11471,59.498370840304105,25
11472,5902.976325621288,93
11473,59.498370840304105,25
11474,66.47859855585776,33
11475,65.68867822998614,30
11476,62.672034649655096,27
11477,16.98212616944578,6
11478,59.498370840304105,25
11479,6051.942362455393,95
11480,6186.2008020651365,97
11481,6051.942362455393,95
11482,6186.2008020651365,97
11483,5104.600354419864,90
11484,5271.530274424263,91
11485,6186.2008020651365,97
11486,16.756233268864186,3
11487,59.451603213520904,24
11488,6186.2008020651365,97
11489,5902.976325621288,93
11490,59.60994272490426,26
11491,6186.2008020651365,97
11492,4918.174470503444,88
11493,6186.2008020651365,97
11494,5902.976325621288,93
11495,16.98212616944578,6
11496,5902.976325621288,93
11497,16.98212616944578,6
11498,251.66184383519624,42
11499,306.4606215964209,46
11500,251.66184383519624,42
11501,251.66184383519624,42
11502,251.66184383519624,42
11503,66.16549756512899,32
11504,65.68867822998614,30
11505,251.66184383519624,42
11506,251.66184383519624,42
11507,251.66184383519624,42
11508,65.68867822998614,30
11509,432.74051314704747,53
11510,251.66184383519624,42
11511,16.90122030112245,5
11512,2190.5617960684713,72
11513,306.4606215964209,46
11514,59.498370840304105,25
11515,4870.716448681806,86
11516,6051.942362455393,95
11517,251.16595874585477,41
11518,72.74428288581213,39
11519,251.66184383519624,42
11520,251.66184383519624,42
11521,69.07882020102264,38
11522,5112.180211963722,91
11523,2133.82428747389,66
11524,66.47859855585776,33
11525,5112.180211963722,91
11526,2133.82428747389,66
11527,29.238020675914825,16
11528,5271.530274424263,91
11529,5271.530274424263,91
11530,251.66184383519624,42
11531,4918.174470503444,88
11532,66.53378912351239,34
11533,16.756233268864186,3
11534,5112.180211963722,91
11535,5271.530274424263,91
11536,5271.530274424263,91
11537,3752.343602891325,81
11538,4918.174470503444,88
11539,5271.530274424263,91
11540,5271.530274424263,91
11541,5271.530274424263,91
11542,30.070077822935765,18
11543,59.451603213520904,24
11544,63.26677103981522,28
11545,63.26677103981522,28
11546,5271.530274424263,91
11547,6186.2008020651365,97
11548,5902.976325621288,93
11549,241513.14860756256,99
11550,5271.530274424263,91
11551,59.60994272490426,26
11552,16.756233268864186,3
11553,16.364597805162774,1
11554,17.81023242887078,8
11555,17.81023242887078,8
11556,16.756233268864186,3
11557,16.364597805162774,1
11558,16.756233268864186,3
11559,16.756233268864186,3
11560,59.451603213520904,24
11561,3752.343602891325,81
11562,59.498370840304105,25
11563,59.498370840304105,25
11564,3752.343602891325,81
11565,16.364597805162774,1
11566,251.66184383519624,42
11567,59.60994272490426,26
11568,5902.976325621288,93
11569,16.756233268864186,3
11570,3752.343602891325,81
11571,5112.180211963722,91
11572,5271.530274424263,91
11573,16.364597805162774,1
11574,16.90122030112245,5
11575,6186.2008020651365,97
11576,4918.174470503444,88
11577,3752.343602891325,81
11578,5112.180211963722,91
11579,63.26677103981522,28
11580,17.81023242887078,8
11581,251.66184383519624,42
11582,4918.174470503444,88
11583,5112.180211963722,91
11584,16.364597805162774,1
11585,59.451603213520904,24
11586,16.98212616944578,6
11587,5271.530274424263,91
11588,4685.6063985332285,83
11589,17.81023242887078,8
11590,4870.716448681806,86
11591,4805.35473180052,85
11592,4805.35473180052,85
11593,4805.35473180052,85
11594,63.26677103981522,28
11595,16.756233268864186,3
11596,66.47859855585776,33
11597,16.756233268864186,3
11598,5271.530274424263,91
11599,6051.942362455393,95
11600,17.81023242887078,8
11601,6051.942362455393,95
11602,16.364597805162774,1
11603,5902.976325621288,93
11604,5902.976325621288,93
11605,3752.343602891325,81
11606,6051.942362455393,95
11607,4870.716448681806,86
11608,16.756233268864186,3
11609,241513.14860756256,99
11610,5902.976325621288,93
11611,4685.6063985332285,83
11612,241513.14860756256,99
11613,4870.716448681806,86
11614,5271.530274424263,91
11615,5271.530274424263,91
11616,5271.530274424263,91
11617,5112.180211963722,91
11618,2176.8485616847315,70
11619,251.66184383519624,42
11620,67.67752604691813,37
11621,259.1898489603553,44
11622,306.4606215964209,46
11623,6051.942362455393,95
11624,4685.6063985332285,83
11625,4870.716448681806,86
11626,5112.180211963722,91
11627,69.07882020102264,38
11628,4918.174470503444,88
11629,4870.716448681806,86
11630,4805.35473180052,85
11631,251.66184383519624,42
11632,251.66184383519624,42
11633,66.53378912351239,34
11634,30.070077822935765,18
11635,66.47859855585776,33
11636,66.53378912351239,34
11637,30.01509708547975,17
11638,69.07882020102264,38
11639,251.66184383519624,42
11640,251.66184383519624,42
11641,251.16595874585477,41
11642,251.66184383519624,42
11643,306.4606215964209,46
11644,66.16549756512899,32
11645,251.66184383519624,42
11646,432.74051314704747,53
11647,2283.327792146787,76
11648,63.26677103981522,28
11649,66.95792379003319,36
11650,294.2587246207153,45
11651,259.1898489603553,44
11652,251.66184383519624,42
11653,259.1898489603553,44
11654,4870.716448681806,86
11655,66.53378912351239,34
11656,66.53378912351239,34
11657,251.66184383519624,42
11658,251.16595874585477,41
11659,251.66184383519624,42
11660,251.16595874585477,41
11661,251.66184383519624,42
11662,417.20963671463846,50
11663,5271.530274424263,91
11664,5271.530274424263,91
11665,5112.180211963722,91
11666,5271.530274424263,91
11667,66.16549756512899,32
11668,294.2587246207153,45
11669,251.16595874585477,41
11670,391.8450865691347,49
11671,5112.180211963722,91
11672,439.5500481555875,54
11673,322.9665705697751,47
11674,417.7644991694826,51
11675,3752.343602891325,81
11676,66.16549756512899,32
11677,251.66184383519624,42
11678,4918.174470503444,88
11679,294.2587246207153,45
11680,365.8531575146115,48
11681,251.66184383519624,42
11682,294.2587246207153,45
11683,5271.530274424263,91
11684,365.8531575146115,48
11685,251.66184383519624,42
11686,417.20963671463846,50
11687,380.1980519613442,48
11688,5271.530274424263,91
11689,63.26677103981522,28
11690,4870.716448681806,86
11691,417.20963671463846,50
11692,365.8531575146115,48
11693,2143.988751417301,69
11694,391.8450865691347,49
11695,417.7644991694826,51
11696,4685.6063985332285,83
11697,259.1898489603553,44
11698,251.66184383519624,42
11699,251.16595874585477,41
11700,306.4606215964209,46
11701,417.20963671463846,50
11702,391.8450865691347,49
11703,391.8450865691347,49
11704,432.74051314704747,53
11705,6051.942362455393,95
11706,62.672034649655096,27
11707,6051.942362455393,95
11708,4870.716448681806,86
11709,259.1898489603553,44
11710,365.8531575146115,48
11711,251.66184383519624,42
11712,259.1898489603553,44
11713,251.66184383519624,42
11714,380.1980519613442,48
11715,294.2587246207153,45
11716,294.2587246207153,45
11717,251.66184383519624,42
11718,430.22989147245966,52
11719,259.1898489603553,44
11720,251.16595874585477,41
11721,259.1898489603553,44
11722,259.1898489603553,44
11723,251.66184383519624,42
11724,251.66184383519624,42
11725,306.4606215964209,46
11726,251.66184383519624,42
11727,4870.716448681806,86
11728,391.8450865691347,49
11729,251.66184383519624,42
11730,251.66184383519624,42
11731,251.16595874585477,41
11732,251.16595874585477,41
11733,294.2587246207153,45
11734,417.7644991694826,51
11735,294.2587246207153,45
11736,251.66184383519624,42
11737,67.67752604691813,37
11738,251.66184383519624,42
11739,6051.942362455393,95
11740,251.66184383519624,42
11741,5112.180211963722,91
11742,6051.942362455393,95
11743,4685.6063985332285,83
11744,65.4895565740005,29
11745,6051.942362455393,95
11746,69.07882020102264,38
11747,391.8450865691347,49
11748,259.1898489603553,44
11749,66.53378912351239,34
11750,5902.976325621288,93
11751,6186.2008020651365,97
11752,251.66184383519624,42
11753,69.07882020102264,38
11754,6186.2008020651365,97
11755,70.79579325343481,39
11756,5902.976325621288,93
11757,73.51610660803824,40
11758,73.51610660803824,40
11759,4895.084655557419,87
11760,251.66184383519624,42
11761,6186.2008020651365,97
11762,6051.942362455393,95
11763,72.74428288581213,39
11764,6186.2008020651365,97
11765,6186.2008020651365,97
11766,6186.2008020651365,97
11767,6186.2008020651365,97
11768,5104.600354419864,90
11769,259.1898489603553,44
11770,69.07882020102264,38
11771,432.74051314704747,53
11772,4870.716448681806,86
11773,4870.716448681806,86
11774,4805.35473180052,85
11775,4870.716448681806,86
11776,4870.716448681806,86
11777,6051.942362455393,95
11778,4685.6063985332285,83
11779,4685.6063985332285,83
11780,6051.942362455393,95
11781,251.66184383519624,42
11782,251.16595874585477,41
11783,417.20963671463846,50
11784,251.66184383519624,42
11785,65.4895565740005,29
11786,294.2587246207153,45
11787,391.8450865691347,49
11788,251.16595874585477,41
11789,66.95792379003319,36
11790,306.4606215964209,46
11791,365.8531575146115,48
11792,380.1980519613442,48
11793,430.22989147245966,52
11794,66.53378912351239,34
11795,66.16549756512899,32
11796,6051.942362455393,95
11797,6051.942362455393,95
11798,4805.35473180052,85
11799,6051.942362455393,95
11800,67.67752604691813,37
11801,66.16549756512899,32
11802,251.66184383519624,42
11803,251.66184383519624,42
11804,251.16595874585477,41
11805,391.8450865691347,49
11806,391.8450865691347,49
11807,251.16595874585477,41
11808,259.1898489603553,44
11809,4870.716448681806,86
11810,6051.942362455393,95
11811,4685.6063985332285,83
11812,4805.35473180052,85
11813,4805.35473180052,85
11814,251.16595874585477,41
11815,5271.530274424263,91
11816,4918.174470503444,88
11817,3752.343602891325,81
11818,5271.530274424263,91
11819,294.2587246207153,45
11820,251.66184383519624,42
11821,251.16595874585477,41
11822,65.4895565740005,29
11823,251.66184383519624,42
11824,251.66184383519624,42
11825,4918.174470503444,88
11826,3752.343602891325,81
11827,251.66184383519624,42
11828,380.1980519613442,48
11829,306.4606215964209,46
11830,5112.180211963722,91
11831,4918.174470503444,88
11832,417.7644991694826,51
11833,251.66184383519624,42
11834,4918.174470503444,88
11835,6051.942362455393,95
11836,59.498370840304105,25
11837,5271.530274424263,91
11838,251.16595874585477,41
11839,4870.716448681806,86
11840,66.95792379003319,36
11841,259.1898489603553,44
11842,294.2587246207153,45
11843,322.9665705697751,47
11844,294.2587246207153,45
11845,251.66184383519624,42
11846,63.26677103981522,28
11847,391.8450865691347,49
11848,294.2587246207153,45
11849,251.66184383519624,42
11850,306.4606215964209,46
11851,59.451603213520904,24
11852,417.7644991694826,51
11853,66.95792379003319,36
11854,6051.942362455393,95
11855,65.4895565740005,29
11856,251.66184383519624,42
11857,294.2587246207153,45
11858,63.26677103981522,28
11859,66.16549756512899,32
11860,62.672034649655096,27
11861,251.66184383519624,42
11862,259.1898489603553,44
11863,65.4895565740005,29
11864,66.95792379003319,36
11865,391.8450865691347,49
11866,59.498370840304105,25
11867,69.07882020102264,38
11868,251.66184383519624,42
11869,251.66184383519624,42
11870,251.66184383519624,42
11871,59.498370840304105,25
11872,6051.942362455393,95
11873,6051.942362455393,95
11874,73.51610660803824,40
11875,251.66184383519624,42
11876,69.07882020102264,38
11877,59.451603213520904,24
11878,66.53378912351239,34
11879,259.1898489603553,44
11880,69.07882020102264,38
11881,251.66184383519624,42
11882,65.4895565740005,29
11883,69.07882020102264,38
11884,294.2587246207153,45
11885,4918.174470503444,88
11886,4870.716448681806,86
11887,65.68867822998614,30
11888,2133.82428747389,66
11889,68.83884226958294,38
11890,306.4606215964209,46
11891,417.20963671463846,50
11892,6186.2008020651365,97
11893,6186.2008020651365,97
11894,6051.942362455393,95
11895,6186.2008020651365,97
11896,6186.2008020651365,97
11897,5902.976325621288,93
11898,6186.2008020651365,97
11899,6186.2008020651365,97
11900,6186.2008020651365,97
11901,5902.976325621288,93
11902,73.51610660803824,40
11903,5104.600354419864,90
11904,6051.942362455393,95
11905,6051.942362455393,95
11906,6186.2008020651365,97
11907,6186.2008020651365,97
11908,4895.084655557419,87
11909,6186.2008020651365,97
11910,6186.2008020651365,97
11911,66.53378912351239,34
11912,241513.14860756256,99
11913,66.53378912351239,34
11914,6186.2008020651365,97
11915,6186.2008020651365,97
11916,6186.2008020651365,97
11917,6186.2008020651365,97
11918,241513.14860756256,99
11919,241513.14860756256,99
11920,241513.14860756256,99
11921,73.51610660803824,40
11922,259.1898489603553,44
11923,59.451603213520904,24
11924,6051.942362455393,95
11925,6051.942362455393,95
11926,66.95792379003319,36
11927,66.16549756512899,32
11928,66.16549756512899,32
11929,241513.14860756256,99
11930,241513.14860756256,99
11931,259.1898489603553,44
11932,251.16595874585477,41
11933,4805.35473180052,85
11934,6051.942362455393,95
11935,17.81023242887078,8
11936,66.03366428089133,31
11937,4870.716448681806,86
11938,59.451603213520904,24
11939,6051.942362455393,95
11940,59.451603213520904,24
11941,259.1898489603553,44
11942,241513.14860756256,99
11943,241513.14860756256,99
11944,241513.14860756256,99
11945,4801.116459895735,84
11946,241513.14860756256,99
11947,241513.14860756256,99
11948,69.07882020102264,38
11949,62.672034649655096,27
11950,391.8450865691347,49
11951,72.74428288581213,39
11952,6186.2008020651365,97
11953,70.79579325343481,39
11954,4870.716448681806,86
11955,4805.35473180052,85
11956,4685.6063985332285,83
11957,73.51610660803824,40
11958,259.1898489603553,44
11959,391.8450865691347,49
11960,65.4895565740005,29
11961,66.47859855585776,33
11962,417.7644991694826,51
11963,6186.2008020651365,97
11964,6186.2008020651365,97
11965,251.66184383519624,42
11966,66.53378912351239,34
11967,6186.2008020651365,97
11968,4895.084655557419,87
11969,6186.2008020651365,97
11970,391.8450865691347,49
11971,251.66184383519624,42
11972,73.51610660803824,40
11973,70.32081957997784,39
11974,251.66184383519624,42
11975,259.1898489603553,44
11976,6186.2008020651365,97
11977,6186.2008020651365,97
11978,66.47859855585776,33
11979,6051.942362455393,95
11980,251.66184383519624,42
11981,251.66184383519624,42
11982,259.1898489603553,44
11983,3752.343602891325,81
11984,6051.942362455393,95
11985,66.16549756512899,32
11986,6186.2008020651365,97
11987,259.1898489603553,44
11988,6186.2008020651365,97
11989,6186.2008020651365,97
11990,6186.2008020651365,97
11991,241513.14860756256,99
11992,241513.14860756256,99
11993,241513.14860756256,99
11994,6186.2008020651365,97
11995,241513.14860756256,99
11996,6186.2008020651365,97
11997,6186.2008020651365,97
11998,6186.2008020651365,97
11999,6186.2008020651365,97
12000,6186.2008020651365,97
12001,6186.2008020651365,97
12002,6186.2008020651365,97
12003,6186.2008020651365,97
12004,5104.600354419864,90
12005,6186.2008020651365,97
12006,251.16595874585477,41
12007,5902.976325621288,93
12008,73.51610660803824,40
12009,6186.2008020651365,97
12010,6186.2008020651365,97
12011,241513.14860756256,99
12012,67.67752604691813,37
12013,4918.174470503444,88
12014,4805.35473180052,85
12015,66.95792379003319,36
12016,4870.716448681806,86
12017,2133.82428747389,66
12018,5902.976325621288,93
12019,66.47859855585776,33
12020,439.5500481555875,54
12021,6051.942362455393,95
12022,251.16595874585477,41
12023,4636.099546189082,82
12024,67.67752604691813,37
12025,4870.716448681806,86
12026,6051.942362455393,95
12027,5104.600354419864,90
12028,62.672034649655096,27
12029,67.67752604691813,37
12030,5104.600354419864,90
12031,687.7578963892582,59
12032,430.22989147245966,52
12033,5104.600354419864,90
12034,73.51610660803824,40
12035,74.0318107329557,40
12036,72.74428288581213,39
12037,6186.2008020651365,97
12038,73.51610660803824,40
12039,6186.2008020651365,97
12040,66.53378912351239,34
12041,6051.942362455393,95
12042,5104.600354419864,90
12043,294.2587246207153,45
12044,251.66184383519624,42
12045,66.47859855585776,33
12046,59.498370840304105,25
12047,62.672034649655096,27
12048,251.66184383519624,42
12049,259.1898489603553,44
12050,5271.530274424263,91
12051,66.95792379003319,36
12052,5112.180211963722,91
12053,5271.530274424263,91
12054,251.66184383519624,42
12055,251.66184383519624,42
12056,251.66184383519624,42
12057,65.4895565740005,29
12058,5112.180211963722,91
12059,5112.180211963722,91
12060,6051.942362455393,95
12061,259.1898489603553,44
12062,66.16549756512899,32
